sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-56854	golang.org/x/crypto	v0.33.0	0.55.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-56858	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-56859	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-56860	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
sysroot/ostree/repo/objects/8e/7ce6895bcb3175a27ff70b7578b3bbb3f4270ba5fa742a67fb62a6dc1968fe.file	HIGH	CVE-2026-56862	stdlib	v1.26rc2	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2025-52881	github.com/opencontainers/selinux	v1.12.0	1.13.0	runc: opencontainers/selinux: container escape and denial of service due to arbitrary write gadgets and procfs write redirects
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2025-66506	github.com/sigstore/fulcio	v1.7.1	1.8.3	github.com/sigstore/fulcio: Fulcio: Denial of Service via crafted OpenID Connect (OIDC) token
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-25681	golang.org/x/net	v0.48.0	0.55.0	golang.org/x/net/html: golang.org/x/net/html: Arbitrary code execution via Cross-Site Scripting
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-27136	golang.org/x/net	v0.48.0	0.55.0	golang.org/x/net/html: golang: golang.org/x/net/html: Cross-Site Scripting via HTML parsing bypass
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-29181	go.opentelemetry.io/otel	v1.39.0	1.41.0	github.com/open-telemetry/opentelemetry-go: OpenTelemetry-Go: Denial of Service via crafted multi-value baggage headers
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-33814	golang.org/x/net	v0.48.0	0.53.0	net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-33818	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39821	golang.org/x/net	v0.48.0	0.55.0	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39821	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39828	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Unauthorized command execution via discarded SSH permissions
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39829	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via crafted public key with excessive parameters
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39830	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via resource leak from unsolicited SSH responses
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39831	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Security key bypass due to missing user presence check
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39832	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh/agent: golang.org/x/crypto/ssh/agent: Security bypass due to improper handling of key restrictions
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-39835	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang: golang.org/x/crypto/ssh: Denial of Service via crafted SSH certificate
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-41567	github.com/docker/docker	v28.5.1+incompatible		docker: Moby/Docker Engine: Arbitrary Code Execution via malicious container image and compressed archive upload
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-42306	github.com/docker/docker	v28.5.1+incompatible		github.com/docker/docker: github.com/moby/moby: Moby container framework: Host file overwrite via race condition in docker cp mount setup
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-42508	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh/knownhosts: golang: golang.org/x/crypto/ssh/knownhosts: Revocation bypass via unchecked SignatureKey
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-46595	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authorization bypass due to skipped source-address validation
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-46597	golang.org/x/crypto	v0.46.0	0.52.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via crafted AES-GCM packet decoder inputs
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-46600	golang.org/x/net	v0.48.0	0.56.0	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-46600	stdlib	v1.26.5	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-49478	github.com/sigstore/fulcio	v1.7.1	1.8.6	github.com/sigstore/fulcio: Fulcio: Server-Side Request Forgery and Kubernetes ServiceAccount token leakage
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56852	golang.org/x/text	v0.32.0	0.39.0	golang.org/x/text: golang.org/x/text: Denial of Service via invalid UTF-8 input
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56853	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56854	golang.org/x/crypto	v0.46.0	0.55.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56858	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56859	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56860	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-56862	stdlib	v1.26.5	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-84304	google.golang.org/grpc	v1.79.3	1.83.1	gRPC-Go is the Go language implementation of gRPC. Prior to 1.83.1, in ...
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	CVE-2026-84445	google.golang.org/grpc	v1.79.3	1.82.2, 1.83.2, 1.85.0-dev.0.20260825072537-93e31b48545e	google.golang.org/grpc: gRPC-Go: Denial of Service via malformed RPC requests
sysroot/ostree/repo/objects/8f/bfb47329076d06ea8a11d1beb743cd9e5758c4079135869d0d5d01f51694b4.file	HIGH	GHSA-hrxh-6v49-42gf	google.golang.org/grpc	v1.79.3	1.82.1	gRPC-Go: xDS RBAC and HTTP/2 Vulnerabilities
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-33818	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-39821	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-39822	stdlib	v1.26.4	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-46600	stdlib	v1.26.4	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-56853	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-56858	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-56859	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-56860	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
sysroot/ostree/repo/objects/cb/41b7c77feb2ecdb70d6190f3ec74a9e5830b713396db0b33888e3a31fb1d80.file	HIGH	CVE-2026-56862	stdlib	v1.26.4	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-27145	stdlib	v1.26.3	1.25.11, 1.26.4	crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-33818	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-39821	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-39822	stdlib	v1.26.3	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-42504	stdlib	v1.26.3	1.25.11, 1.26.4	mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-46600	golang.org/x/net	v0.55.0	0.56.0	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-46600	stdlib	v1.26.3	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56852	golang.org/x/text	v0.38.0	0.39.0	golang.org/x/text: golang.org/x/text: Denial of Service via invalid UTF-8 input
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56853	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56854	golang.org/x/crypto	v0.53.0	0.55.0	golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56858	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56859	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56860	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56862	stdlib	v1.26.3	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56864	golang.org/x/mod	v0.36.0	0.40.0	golang.org/x/mod/sumdb: golang.org/x/mod/sumdb: Integrity bypass via malicious GOSUMDB
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-56865	golang.org/x/mod	v0.36.0	0.40.0	golang.org/x/mod/sumdb/tlog: golang.org/x/mod/sumdb/tlog: Supply chain compromise via transparency log tile verification bypass
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-84304	google.golang.org/grpc	v1.81.1	1.83.1	gRPC-Go is the Go language implementation of gRPC. Prior to 1.83.1, in ...
usr/bin/cosign-linux-amd64	HIGH	CVE-2026-84445	google.golang.org/grpc	v1.81.1	1.82.2, 1.83.2, 1.85.0-dev.0.20260825072537-93e31b48545e	google.golang.org/grpc: gRPC-Go: Denial of Service via malformed RPC requests
usr/bin/cosign-linux-amd64	HIGH	GHSA-hrxh-6v49-42gf	google.golang.org/grpc	v1.81.1	1.82.1	gRPC-Go: xDS RBAC and HTTP/2 Vulnerabilities
usr/bin/nwg-look	HIGH	CVE-2026-27145	stdlib	v1.26.2	1.25.11, 1.26.4	crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries
usr/bin/nwg-look	HIGH	CVE-2026-33811	stdlib	v1.26.2	1.25.10, 1.26.3	net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME
usr/bin/nwg-look	HIGH	CVE-2026-33814	stdlib	v1.26.2	1.25.10, 1.26.3	net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame
usr/bin/nwg-look	HIGH	CVE-2026-33818	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal
usr/bin/nwg-look	HIGH	CVE-2026-39820	stdlib	v1.26.2	1.25.10, 1.26.3	net/mail: golang: Go net/mail: Denial of Service via crafted email inputs
usr/bin/nwg-look	HIGH	CVE-2026-39821	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing
usr/bin/nwg-look	HIGH	CVE-2026-39822	stdlib	v1.26.2	1.25.12, 1.26.5, 1.27.0-rc.2	golang: Go os.Root: Symlink following vulnerability allows directory traversal
usr/bin/nwg-look	HIGH	CVE-2026-39836	stdlib	v1.26.2	1.25.10, 1.26.3	net: golang: Go net package: Denial of Service via NUL byte in Dial and LookupPort on Windows
usr/bin/nwg-look	HIGH	CVE-2026-42499	stdlib	v1.26.2	1.25.10, 1.26.3	net/mail: golang: net/mail: Denial of Service via pathological email address parsing
usr/bin/nwg-look	HIGH	CVE-2026-42504	stdlib	v1.26.2	1.25.11, 1.26.4	mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header
usr/bin/nwg-look	HIGH	CVE-2026-46600	stdlib	v1.26.2	1.26.6, 1.27.0-rc.3	golang.org/x/net/dns/dnsmessage: golang.org/x/net/dns/dnsmessage: Denial of Service via invalid DNS record parsing
usr/bin/nwg-look	HIGH	CVE-2026-56853	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service
usr/bin/nwg-look	HIGH	CVE-2026-56858	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	html/template: golang: Go html/template: Cross-Site Scripting via pathological input
usr/bin/nwg-look	HIGH	CVE-2026-56859	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue
usr/bin/nwg-look	HIGH	CVE-2026-56860	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution
usr/bin/nwg-look	HIGH	CVE-2026-56862	stdlib	v1.26.2	1.25.13, 1.26.6, 1.27.0-rc.3	crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages
